GAS DAY STARTED ON,GAS IN STORAGE(TWh),% FULL,TREND,INJECTION(GWh/d),WITHDRAWAL(GWh/d),WORKING GAS VOLUME(TWh),INJECTION CAPACITY(GWh/d),WITHDRAWAL CAPACITY(GWh/d),STATUS
2021-06-05,2.9308,"32,56","0,66",59.04,0,9.0013,88.14,169.5,Confirmed
2021-06-04,2.8717,"31,90","0,67",60.67,0,9.0013,88.14,169.5,Confirmed
2021-06-03,2.8111,"31,23","0,81",72.52,0,9.0013,88.14,169.5,Confirmed
2021-06-02,2.7386,"30,42","0,45",40.68,0,9.0013,88.14,169.5,Confirmed
2021-06-01,2.6979,"29,97","0,30",27.34,0,9.0013,88.14,169.5,Confirmed
2021-05-31,2.6705,"29,67","0,19",17.05,0,9.0013,88.14,169.5,Confirmed
2021-05-30,2.6535,"29,48","0,47",42.15,0,9.0013,88.14,169.5,Confirmed
2021-05-29,2.6113,"29,01","0,49",44.26,0,9.0013,88.14,169.5,Confirmed
2021-05-28,2.5671,"28,52","0,15",13.35,0,9.0013,88.14,169.5,Confirmed
2021-05-27,2.5537,"28,37","0,11",10.24,0,9.0013,88.14,169.5,Confirmed
2021-05-26,2.5435,"28,26","0,16",14.76,0,9.0013,88.14,169.5,Confirmed
2021-05-25,2.5287,"28,09","0,29",26.06,0,9.0013,88.14,169.5,Confirmed
2021-05-24,2.5027,"27,80","0,61",55.24,0,9.0013,88.14,169.5,Confirmed
2021-05-23,2.4474,"27,19","0,55",49.78,0,9.0013,88.14,169.5,Confirmed
2021-05-22,2.3976,"26,64","0,50",45.36,0,9.0013,88.14,169.5,Confirmed
2021-05-21,2.3523,"26,13","0,16",14.4,0,9.0013,88.14,169.5,Confirmed
2021-05-20,2.3379,"25,97","-0,15",0,13.88,9.0013,88.14,169.5,Confirmed
2021-05-19,2.3518,"26,13","-0,13",0,11.79,9.0013,88.14,169.5,Confirmed
2021-05-18,2.3636,"26,26","0,08",7.38,0,9.0013,88.14,169.5,Confirmed
2021-05-17,2.3562,"26,18","0,21",18.96,0,9.0013,88.14,169.5,Confirmed
2021-05-16,2.3372,"25,97","0,28",24.78,0,9.0013,88.14,169.5,Confirmed
2021-05-15,2.3124,"25,69","0,27",24.5,0,9.0013,88.14,169.5,Confirmed
2021-05-14,2.2879,"25,42","0,25",22.57,0,9.0013,88.14,169.5,Confirmed
2021-05-13,2.2654,"25,17","0,22",20.22,0,9.0013,88.14,169.5,Confirmed
2021-05-12,2.2451,"24,94","0,35",31.8,0,9.0013,88.14,169.5,Confirmed
2021-05-11,2.2133,"24,59","0,27",24.69,0,9.0013,88.14,169.5,Confirmed
2021-05-10,2.1886,"24,31","0,07",5.99,0,9.0013,88.14,169.5,Confirmed
2021-05-09,2.1827,"24,25","0,51",45.93,0,9.0013,88.14,169.5,Confirmed
2021-05-08,2.1367,"23,74","0,28",25.09,0,9.0013,88.14,169.5,Confirmed
2021-05-07,2.1116,"23,46","-0,15",0,13.91,9.0013,88.14,169.5,Confirmed
2021-05-06,2.1256,"23,61","-0,03",0,2.35,9.0013,88.14,169.5,Confirmed
2021-05-05,2.1279,"23,64","0,04",3.75,0,9.0013,88.14,169.5,Confirmed
2021-05-04,2.1242,"23,60","0,16",14.57,0,9.0013,88.14,169.5,Confirmed
2021-05-03,2.1096,"23,44","0,12",10.5,0,9.0013,88.14,169.5,Confirmed
2021-05-02,2.0991,"23,32","0,17",15.36,0,9.0013,88.14,169.5,Confirmed
2021-05-01,2.0837,"23,15","0,22",19.37,0,9.0013,88.14,169.5,Confirmed
2021-04-30,2.0644,"22,93","-0,20",0,17.59,9.0013,88.14,169.5,Confirmed
2021-04-29,2.0819,"23,13","-0,11",0,9.91,9.0013,88.14,169.5,Confirmed
2021-04-28,2.0919,"23,24","0,29",25.7,0,9.0013,88.14,169.5,Confirmed
2021-04-27,2.0662,"22,95","0,22",19.68,0,9.0013,88.14,169.5,Confirmed
2021-04-26,2.0465,"22,74","0,43",38.86,0,9.0013,88.14,169.5,Confirmed
2021-04-25,2.0076,"22,30","0,54",48.62,0,9.0013,88.14,169.5,Confirmed
2021-04-24,1.959,"21,76","0,57",51.68,0,9.0013,88.14,169.5,Confirmed
2021-04-23,1.9073,"21,19","0,10",8.64,0,9.0013,88.14,169.5,Confirmed
2021-04-22,1.8987,"21,09","0,24",21.6,0,9.0013,88.14,169.5,Confirmed
2021-04-21,1.8771,"20,85","0,15",13.61,0,9.0013,88.14,169.5,Confirmed
2021-04-20,1.8635,"20,70","-0,21",0,18.57,9.0013,88.14,169.5,Confirmed
2021-04-19,1.882,"20,91","-0,24",0,21.42,9.0013,88.14,169.5,Confirmed
2021-04-18,1.9034,"21,15","-0,22",0,20.23,9.0013,88.14,169.5,Confirmed
2021-04-17,1.9237,"21,37","-0,24",0,21.46,9.0013,88.14,169.5,Confirmed
2021-04-16,1.9451,"21,61","-0,50",0,44.63,9.0013,88.14,169.5,Confirmed
2021-04-15,1.9898,"22,11","-0,86",0,77.32,9.0013,88.14,169.5,Confirmed
2021-04-14,2.0671,"22,96","-0,89",0,79.84,9.0013,88.14,169.5,Confirmed
2021-04-13,2.1469,"23,85","-0,83",0,74.45,9.0013,88.14,169.5,Confirmed
2021-04-12,2.2214,"24,68","-0,84",0,75.47,9.0013,88.14,169.5,Confirmed
2021-04-11,2.2968,"25,52","0,14",12.41,0,9.0013,88.14,169.5,Confirmed
2021-04-10,2.2844,"25,38","0,15",13.55,0,9.0013,88.14,169.5,Confirmed
2021-04-09,2.2709,"25,23","-0,63",0,56.57,9.0013,88.14,169.5,Confirmed
2021-04-08,2.3274,"25,86","0,04",3.22,0,9.0013,88.14,169.5,Confirmed
2021-04-07,2.3242,"25,82","-0,34",0,30.58,9.0013,88.14,169.5,Confirmed
2021-04-06,2.3548,"26,16","0,16",14.05,0,9.0013,88.14,169.5,Confirmed
2021-04-05,2.3408,"26,00","0,37",33.55,0,9.0013,88.14,169.5,Confirmed
2021-04-04,2.3072,"25,63","0,50",44.6,0,9.0013,88.14,169.5,Confirmed
2021-04-03,2.2626,"25,14","0,53",47.8,0,9.0013,88.14,169.5,Confirmed
2021-04-02,2.2148,"24,61","0,49",44.24,0,9.0013,88.14,169.5,Confirmed
2021-04-01,2.1706,"24,11","0,78",70.63,0,9.0013,88.14,169.5,Confirmed
2021-03-31,2.0999,"23,33","0,46",41.73,0,9.0013,88.14,169.5,Confirmed
2021-03-30,2.0582,"22,87","0,42",37.68,0,9.0013,88.14,169.5,Confirmed
2021-03-29,2.0205,"22,45","0,43",38.97,0,9.0013,88.14,169.5,Confirmed
2021-03-28,1.9816,"22,01","0,16",14.71,0,9.0013,88.14,169.5,Confirmed
2021-03-27,1.9668,"21,85","0,24",21.83,0,9.0013,88.14,169.5,Confirmed
2021-03-26,1.945,"21,61","-0,07",0,6.3,9.0013,88.14,169.5,Confirmed
2021-03-25,1.9513,"21,68","0,30",26.64,0,9.0013,88.14,169.5,Confirmed
2021-03-24,1.9247,"21,38","-0,08",0,7.05,9.0013,88.14,169.5,Confirmed
2021-03-23,1.9317,"21,46","-0,06",0,5.44,9.0013,88.14,169.5,Confirmed
2021-03-22,1.9372,"21,52","-0,05",0,4.4,9.0013,88.14,169.5,Confirmed
2021-03-21,1.9416,"21,57","-0,02",0,2.01,9.0013,88.14,169.5,Confirmed
2021-03-20,1.9436,"21,59","-0,03",0,2.5,9.0013,88.14,169.5,Confirmed
2021-03-19,1.9461,"21,62","-0,10",0,8.84,9.0013,88.14,169.5,Confirmed
2021-03-18,1.9549,"21,72","-0,09",0,8.37,9.0013,88.14,169.5,Confirmed
2021-03-17,1.9633,"21,81","-0,19",0,17.28,9.0013,88.14,169.5,Confirmed
2021-03-16,1.9806,"22,00","-0,10",0,9.29,9.0013,88.14,169.5,Confirmed
2021-03-15,1.9899,"22,11","-0,19",0,16.66,9.0013,88.14,169.5,Confirmed
2021-03-14,2.0065,"22,29","-0,17",0,15.44,9.0013,88.14,169.5,Confirmed
2021-03-13,2.022,"22,46","-0,20",0,17.57,9.0013,88.14,169.5,Confirmed
2021-03-12,2.0395,"22,66","-0,16",0,14.71,9.0013,88.14,169.5,Confirmed
2021-03-11,2.0542,"22,82","-0,28",0,25.39,9.0013,88.14,169.5,Confirmed
2021-03-10,2.0796,"23,10","-0,72",0,64.85,9.0013,88.14,169.5,Confirmed
2021-03-09,2.1445,"23,82","-0,46",0,41.49,9.0013,88.14,169.5,Confirmed
2021-03-08,2.186,"24,28","-0,91",0,82.01,9.0013,88.14,169.5,Confirmed
2021-03-07,2.268,"25,20","-0,95",0,85.36,9.0013,88.14,169.5,Confirmed
2021-03-06,2.3533,"26,14","-0,94",0,84.75,9.0013,88.14,169.5,Confirmed
2021-03-05,2.4381,"27,09","-0,65",0,58.71,9.0013,88.14,169.5,Confirmed
2021-03-04,2.4968,"27,74","-0,47",0,41.89,9.0013,88.14,169.5,Confirmed
2021-03-03,2.5387,"28,20","-0,40",0,36.31,9.0013,88.14,169.5,Confirmed
2021-03-02,2.575,"28,61","-0,21",0,18.64,9.0013,88.14,169.5,Confirmed
2021-03-01,2.5936,"28,81","-0,29",0,26.4,9.0013,88.14,169.5,Confirmed
2021-02-28,2.62,"29,11","-0,15",0,13.84,9.0013,88.14,169.5,Confirmed
2021-02-27,2.6339,"29,26","-0,17",0,15.43,9.0013,88.14,169.5,Confirmed
2021-02-26,2.6493,"29,43","-0,23",0,20.59,9.0013,88.14,169.5,Confirmed
2021-02-25,2.6699,"29,66","-0,16",0,14.77,9.0013,88.14,169.5,Confirmed
2021-02-24,2.6847,"29,83","-0,16",0,14.81,9.0013,88.14,169.5,Confirmed
2021-02-23,2.6995,"29,99","-0,16",0,14.84,9.0013,88.14,169.5,Confirmed
2021-02-22,2.7143,"30,15","-0,22",0,19.53,9.0013,88.14,169.5,Confirmed
2021-02-21,2.7338,"30,37","-0,11",0,9.53,9.0013,88.14,169.5,Confirmed
2021-02-20,2.7434,"30,48","-0,19",0,17.24,9.0013,88.14,169.5,Confirmed
2021-02-19,2.7606,"30,67","-0,37",0,33.14,9.0013,88.14,169.5,Confirmed
2021-02-18,2.7937,"31,04","-0,34",0,31.03,9.0013,88.14,169.5,Confirmed
2021-02-17,2.8248,"31,38","-0,24",0,21.54,9.0013,88.14,169.5,Confirmed
2021-02-16,2.8463,"31,62","-0,28",0,25.1,9.0013,88.14,169.5,Confirmed
2021-02-15,2.8714,"31,90","-1,20",0,107.96,9.0013,88.14,169.5,Confirmed
2021-02-14,2.9794,"33,10","-0,58",0,51.81,9.0013,88.14,169.5,Confirmed
2021-02-13,3.0312,"33,68","-1,03",0,92.86,9.0013,88.14,169.5,Confirmed
2021-02-12,3.1241,"34,71","-1,35",0,121.79,9.0013,88.14,169.5,Confirmed
2021-02-11,3.2458,"36,06","-1,42",0,127.94,9.0013,88.14,169.5,Confirmed
2021-02-10,3.3738,"37,48","-1,29",0,115.67,9.0013,88.14,169.5,Confirmed
2021-02-09,3.4895,"38,77","-1,28",0,115.11,9.0013,88.14,169.5,Confirmed
2021-02-08,3.6046,"40,04","-1,42",0,127.51,9.0013,88.14,169.5,Confirmed
2021-02-07,3.7321,"41,46","-0,46",0,41.11,9.0013,88.14,169.5,Confirmed
2021-02-06,3.7732,"41,92","-0,43",0,39.14,9.0013,88.14,169.5,Confirmed
2021-02-05,3.8123,"42,35","-0,23",0,21.11,9.0013,88.14,169.5,Confirmed
2021-02-04,3.8334,"42,59","-0,10",0,9.26,9.0013,88.14,169.5,Confirmed
2021-02-03,3.8427,"42,69","-0,77",0,69.04,9.0013,88.14,169.5,Confirmed
2021-02-02,3.9117,"43,46","-0,76",0,68.69,9.0013,88.14,169.5,Confirmed
2021-02-01,3.9804,"44,22","-0,79",0,71.22,9.0013,88.14,169.5,Confirmed
2021-01-31,4.0517,"45,01","-0,66",0,59.35,9.0013,88.14,169.5,Confirmed
2021-01-30,4.111,"45,67","-0,73",0,65.74,9.0013,88.14,169.5,Confirmed
2021-01-29,4.1767,"46,40","-0,36",0,32.74,9.0013,88.14,169.5,Confirmed
2021-01-28,4.2095,"46,77","-0,65",0,58.22,9.0013,88.14,169.5,Confirmed
2021-01-27,4.2677,"47,41","-0,67",0,60.03,9.0013,88.14,169.5,Confirmed
2021-01-26,4.3277,"48,08","-0,97",0,87.71,9.0013,88.14,169.5,Confirmed
2021-01-25,4.4154,"49,05","-1,37",0,123.3,9.0013,88.14,169.5,Confirmed
2021-01-24,4.5387,"50,42","-0,95",0,85.1,9.0013,88.14,169.5,Confirmed
2021-01-23,4.6238,"51,37","-0,74",0,66.35,9.0013,88.14,169.5,Confirmed
2021-01-22,4.6902,"52,11","-0,61",0,55.34,9.0013,88.14,169.5,Confirmed
2021-01-21,4.7455,"52,72","-0,76",0,67.98,9.0013,88.14,169.5,Confirmed
2021-01-20,4.8135,"53,48","-0,76",0,68.53,9.0013,88.14,169.5,Confirmed
2021-01-19,4.882,"54,24","-0,90",0,81.3,9.0013,88.14,169.5,Confirmed
2021-01-18,4.9633,"55,14","-1,19",0,107.07,9.0013,88.14,169.5,Confirmed
2021-01-17,5.0704,"56,33","-0,55",0,49.72,9.0013,88.14,169.5,Confirmed
2021-01-16,5.1201,"56,88","-0,99",0,89.3,9.0013,88.14,169.5,Confirmed
2021-01-15,5.2094,"57,87","-1,35",0,121.15,9.0013,88.14,169.5,Confirmed
2021-01-14,5.3306,"59,22","-1,28",0,115.44,9.0013,88.14,169.5,Confirmed
2021-01-13,5.446,"60,50","-1,06",0,95.19,9.0013,88.14,169.5,Confirmed
2021-01-12,5.5412,"61,56","-1,61",0,144.78,9.0013,88.14,169.5,Confirmed
2021-01-11,5.686,"63,17","-1,36",0,122.61,9.0013,88.14,169.5,Confirmed
2021-01-10,5.8086,"64,53","-1,11",0,100.1,9.0013,88.14,169.5,Confirmed
2021-01-09,5.9087,"65,64","-1,20",0,108.14,9.0013,88.14,169.5,Confirmed
2021-01-08,6.0168,"66,84","-1,44",0,129.89,9.0013,88.14,169.5,Confirmed
2021-01-07,6.1467,"68,29","-1,25",0,112.8,9.0013,88.14,169.5,Confirmed
2021-01-06,6.2595,"69,54","-1,35",0,121.89,9.0013,88.14,169.5,Confirmed
2021-01-05,6.3814,"70,89","-1,38",0,124.01,9.0013,88.14,169.5,Confirmed
2021-01-04,6.5054,"72,27","-1,60",0,144.11,9.0013,88.14,169.5,Confirmed
2021-01-03,6.6496,"73,87","-1,20",0,107.72,9.0013,88.14,169.5,Confirmed
2021-01-02,6.7573,"75,07","-1,36",0,121.97,9.0013,88.14,169.5,Confirmed
2021-01-01,6.8792,"76,42","-1,16",0,104.79,9.0013,88.14,169.5,Confirmed
2020-12-31,6.984,"77,59","-0,84",0,75.54,9.0013,88.14,169.5,Confirmed
2020-12-30,7.0596,"78,43","-1,02",0,92.01,9.0013,88.14,169.5,Confirmed
2020-12-29,7.1516,"79,45","-0,55",0,49.93,9.0013,88.14,169.5,Confirmed
2020-12-28,7.2015,"80,01","-0,34",0,30.44,9.0013,88.14,169.5,Confirmed
2020-12-27,7.232,"80,34","-0,19",0,17.33,9.0013,88.14,169.5,Confirmed
2020-12-26,7.2493,"80,54","-0,18",0,15.79,9.0013,88.14,169.5,Confirmed
2020-12-25,7.2651,"80,71","-0,14",0,13.05,9.0013,88.14,169.5,Confirmed
2020-12-24,7.2781,"80,86","-0,11",0,9.51,9.0013,88.14,169.5,Confirmed
2020-12-23,7.2876,"80,96","0,12",11,0,9.0013,88.14,169.5,Confirmed
2020-12-22,7.2778,"80,85","-0,18",0,15.92,9.0013,88.14,169.5,Confirmed
2020-12-21,7.2938,"81,03","-0,19",0,17,9.0013,88.14,169.5,Confirmed
2020-12-20,7.3108,"81,22","-0,26",0,23.48,9.0013,88.14,169.5,Confirmed
2020-12-19,7.3342,"81,48","-0,23",0,20.8,9.0013,88.14,169.5,Confirmed
2020-12-18,7.355,"81,71","-0,22",0,20.15,9.0013,88.14,169.5,Confirmed
2020-12-17,7.3752,"81,93","-0,24",0,21.57,9.0013,88.14,169.5,Confirmed
2020-12-16,7.3967,"82,17","-0,25",0,22.12,9.0013,88.14,169.5,Confirmed
2020-12-15,7.4189,"82,42","-0,31",0,28.03,9.0013,88.14,169.5,Confirmed
2020-12-14,7.4469,"82,73","-0,26",0,22.98,9.0013,88.14,169.5,Confirmed
2020-12-13,7.4699,"82,99","-0,42",0,38.01,9.0013,88.14,169.5,Confirmed
2020-12-12,7.5079,"83,41","-0,41",0,37.14,9.0013,88.14,169.5,Confirmed
2020-12-11,7.545,"83,82","-0,54",0,48.68,9.0013,88.14,169.5,Confirmed
2020-12-10,7.5937,"84,36","-0,77",0,69.19,9.0013,88.14,169.5,Confirmed
2020-12-09,7.6629,"85,13","-0,65",0,58.72,9.0013,88.14,169.5,Confirmed
2020-12-08,7.7216,"85,78","-1,04",0,93.25,9.0013,88.14,169.5,Confirmed
2020-12-07,7.8149,"86,82","-1,15",0,103.8,9.0013,88.14,169.5,Confirmed
2020-12-06,7.9187,"87,97","-0,29",0,26.1,9.0013,88.14,169.5,Confirmed
2020-12-05,7.9448,"88,26","-0,72",0,65.06,9.0013,88.14,169.5,Confirmed
2020-12-04,8.0098,"88,99","-0,79",0,71.39,9.0013,88.14,169.5,Confirmed
2020-12-03,8.0812,"89,78","-1,01",0,91.33,9.0013,88.14,169.5,Confirmed
2020-12-02,8.1726,"90,79","-1,08",0,96.83,9.0013,88.14,169.5,Confirmed
2020-12-01,8.2694,"91,87","-0,80",0,72.33,9.0013,88.14,169.5,Confirmed
2020-11-30,8.3417,"92,67","-1,14",0,103.06,9.0013,88.14,169.5,Confirmed
2020-11-29,8.4448,"93,82","-0,75",0,67.86,9.0013,88.14,169.5,Confirmed
2020-11-28,8.5126,"94,57","-0,58",0,52.42,9.0013,88.14,169.5,Confirmed
2020-11-27,8.5651,"95,15","-0,46",0,41.55,9.0013,88.14,169.5,Confirmed
2020-11-26,8.6066,"95,62","-0,17",0,15.22,9.0013,88.14,169.5,Confirmed
2020-11-25,8.6218,"95,78","-0,19",0,16.79,9.0013,88.14,169.5,Confirmed
2020-11-24,8.6386,"95,97","-0,14",0,12.85,9.0013,88.14,169.5,Confirmed
2020-11-23,8.6515,"96,11","-0,06",0,5.41,9.0013,88.14,169.5,Confirmed
2020-11-22,8.6569,"96,17","-0,07",0,5.94,9.0013,88.14,169.5,Confirmed
2020-11-21,8.6628,"96,24","-0,10",0,8.79,9.0013,88.14,169.5,Confirmed
2020-11-20,8.6716,"96,34","-0,09",0,8.09,9.0013,88.14,169.5,Confirmed
2020-11-19,8.6797,"96,43","0,09",7.97,0,9.0013,88.14,169.5,Confirmed
2020-11-18,8.6717,"96,34","0,28",24.97,0,9.0013,88.14,169.5,Confirmed
2020-11-17,8.6468,"96,06","-0,14",0,12.54,9.0013,88.14,169.5,Confirmed
2020-11-16,8.6593,"96,20","-0,04",0,3.31,9.0013,88.14,169.5,Confirmed
2020-11-15,8.6626,"96,24","0,07",6.43,0,9.0013,88.14,169.5,Confirmed
2020-11-14,8.6562,"96,17","0,15",13.28,0,9.0013,88.14,169.5,Confirmed
2020-11-13,8.6429,"96,02","-0,00",0,0.39,9.0013,88.14,169.5,Confirmed
2020-11-12,8.6433,"96,02","-0,05",0,4.82,9.0013,88.14,169.5,Confirmed
2020-11-11,8.6481,"96,08","-0,11",0,9.52,9.0013,88.14,169.5,Confirmed
2020-11-10,8.6577,"96,18","-0,22",0,19.71,9.0013,88.14,169.5,Confirmed
2020-11-09,8.6774,"96,40","-0,27",0,24.7,9.0013,88.14,169.5,Confirmed
2020-11-08,8.7021,"96,68","0,14",12.38,0,9.0013,88.14,169.5,Confirmed
2020-11-07,8.6897,"96,54","-0,11",0,9.67,9.0013,88.14,169.5,Confirmed
2020-11-06,8.6994,"96,65","-0,11",0,9.76,9.0013,88.14,169.5,Confirmed
2020-11-05,8.7091,"96,75","-0,41",0,37.06,9.0013,88.14,169.5,Confirmed
2020-11-04,8.7462,"97,17","-0,27",0,24.35,9.0013,88.14,169.5,Confirmed
2020-11-03,8.7705,"97,44","-0,22",0,19.98,9.0013,88.14,169.5,Confirmed
2020-11-02,8.7905,"97,66","0,10",8.92,0,9.0013,88.14,169.5,Confirmed
2020-11-01,8.7816,"97,56","0,20",17.7,0,9.0013,88.14,169.5,Confirmed
2020-10-31,8.7639,"97,36","0,14",12.7,0,9.0013,88.14,169.5,Confirmed
2020-10-30,8.7512,"97,22","0,01",1,0,9.0013,88.14,169.5,Confirmed
2020-10-29,8.7502,"97,21","-0,04",0,3.51,9.0013,88.14,169.5,Confirmed
2020-10-28,8.7537,"97,25","0,05",4.54,0,9.0013,88.14,169.5,Confirmed
2020-10-27,8.7492,"97,20","-0,24",0,21.24,9.0013,88.14,169.5,Confirmed
2020-10-26,8.7704,"97,43","-0,27",0,24.12,9.0013,88.14,169.5,Confirmed
2020-10-25,8.7945,"97,70","0,01",0.9,0,9.0013,88.14,169.5,Confirmed
2020-10-24,8.7936,"97,69","0,12",10.69,0,9.0013,88.14,169.5,Confirmed
2020-10-23,8.7829,"97,57","-0,12",0,10.37,9.0013,88.14,169.5,Confirmed
2020-10-22,8.7933,"97,69","0,01",0.85,0,9.0013,88.14,169.5,Confirmed
2020-10-21,8.7924,"97,68","0,03",3.03,0,9.0013,88.14,169.5,Confirmed
2020-10-20,8.7894,"97,65","0,01",0.63,0,9.0013,88.14,169.5,Confirmed
2020-10-19,8.7888,"97,64","-0,02",0,1.82,9.0013,88.14,169.5,Confirmed
2020-10-18,8.7906,"97,66","0,08",7.27,0,9.0013,88.14,169.5,Confirmed
2020-10-17,8.7833,"97,58","-0,07",0,6.33,9.0013,88.14,169.5,Confirmed
2020-10-16,8.7897,"97,65","0,11",9.84,0,9.0013,88.14,169.5,Confirmed
2020-10-15,8.7798,"97,54","-0,05",0,4.07,9.0013,88.14,169.5,Confirmed
2020-10-14,8.7839,"97,58","-0,01",0,0.65,9.0013,88.14,169.5,Confirmed
2020-10-13,8.7845,"97,59","0,00",0.02,0,9.0013,88.14,169.5,Confirmed
2020-10-12,8.7845,"97,59","-0,06",0,5.18,9.0013,88.14,169.5,Confirmed
2020-10-11,8.7897,"97,65","0,03",3.11,0,9.0013,88.14,169.5,Confirmed
2020-10-10,8.7866,"97,61","0,08",7.14,0,9.0013,88.14,169.5,Confirmed
2020-10-09,8.7794,"97,54","0,06",5.43,0,9.0013,88.14,169.5,Confirmed
2020-10-08,8.774,"97,47","-0,05",0,4.48,9.0013,88.14,169.5,Confirmed
2020-10-07,8.7785,"97,52","0,08",7.41,0,9.0013,88.14,169.5,Confirmed
2020-10-06,8.7711,"97,44","-0,18",0,16.44,9.0013,88.14,169.5,Confirmed
2020-10-05,8.7875,"97,63","-0,00",0,0.22,9.0013,88.14,169.5,Confirmed
2020-10-04,8.7877,"97,63","0,11",10,0,9.0013,88.14,169.5,Confirmed
2020-10-03,8.7777,"97,52","-0,04",0,3.15,9.0013,88.14,169.5,Confirmed
2020-10-02,8.7809,"97,55","-0,00",0,0.05,9.0013,88.14,169.5,Confirmed
2020-10-01,8.7809,"97,55","0,05",4.26,0,9.0013,88.14,169.5,Confirmed
2020-09-30,8.7767,"97,50","-0,02",0,1.87,9.0013,88.14,169.5,Confirmed
2020-09-29,8.7785,"97,53","0,07",6.08,0,9.0013,88.14,169.5,Confirmed
2020-09-28,8.7725,"97,46","-0,27",0,23.9,9.0013,88.14,169.5,Confirmed
2020-09-27,8.7964,"97,72","0,03",3.08,0,9.0013,88.14,169.5,Confirmed
2020-09-26,8.7933,"97,69","-0,11",0,10.09,9.0013,88.14,169.5,Confirmed
2020-09-25,8.8034,"97,80","-0,01",0,0.58,9.0013,88.14,169.5,Confirmed
2020-09-24,8.804,"97,81","0,00",0,0,9.0013,88.14,169.5,Confirmed
2020-09-23,8.804,"97,81","0,01",1.16,0,9.0013,88.14,169.5,Confirmed
2020-09-22,8.8028,"97,79","0,11",9.48,0,9.0013,88.14,169.5,Confirmed
2020-09-21,8.7933,"97,69","-0,09",0,8.18,9.0013,88.14,169.5,Confirmed
2020-09-20,8.8015,"97,78","0,01",1.08,0,9.0013,88.14,169.5,Confirmed
2020-09-19,8.8004,"97,77","0,00",0.06,0,9.0013,88.14,169.5,Confirmed
2020-09-18,8.8004,"97,77","-0,04",0,3.53,9.0013,88.14,169.5,Confirmed
2020-09-17,8.8039,"97,81","0,03",2.96,0,9.0013,88.14,169.5,Confirmed
2020-09-16,8.8009,"97,77","-0,00",0,0.26,9.0013,88.14,169.5,Confirmed
2020-09-15,8.8012,"97,78","-0,09",0,8.03,9.0013,88.14,169.5,Confirmed
2020-09-14,8.8092,"97,87","-0,12",0,10.46,9.0013,88.14,169.5,Confirmed
2020-09-13,8.8197,"97,98","0,05",4.47,0,9.0013,88.14,169.5,Confirmed
2020-09-12,8.8152,"97,93","0,08",6.82,0,9.0013,88.14,169.5,Confirmed
2020-09-11,8.8084,"97,86","0,02",1.38,0,9.0013,88.14,169.5,Confirmed
2020-09-10,8.807,"97,84","0,04",3.95,0,9.0013,88.14,169.5,Confirmed
2020-09-09,8.8031,"97,80","0,04",3.55,0,9.0013,88.14,169.5,Confirmed
2020-09-08,8.7995,"97,76","0,01",1.04,0,9.0013,88.14,169.5,Confirmed
2020-09-07,8.7985,"97,75","0,01",1.28,0,9.0013,88.14,169.5,Confirmed
2020-09-06,8.7972,"97,73","0,00",0,0,9.0013,88.14,169.5,Confirmed
2020-09-05,8.7972,"97,73","0,00",0,0,9.0013,88.14,169.5,Confirmed
2020-09-04,8.7972,"97,73","0,00",0,0,9.0013,88.14,169.5,Confirmed
2020-09-03,8.7972,"97,73","0,00",0,0,9.0013,88.14,169.5,Confirmed
2020-09-02,8.7972,"97,73","0,02",1.78,0,9.0013,88.14,169.5,Confirmed
2020-09-01,8.7954,"97,71","0,08",7.04,0,9.0013,88.14,169.5,Confirmed
2020-08-31,8.7884,"97,63","-0,22",0,20.1,9.0013,88.14,169.5,Confirmed
2020-08-30,8.8085,"97,86","0,08",6.95,0,9.0013,88.14,169.5,Confirmed
2020-08-29,8.8015,"97,78","0,04",3.74,0,9.0013,88.14,169.5,Confirmed
2020-08-28,8.7978,"97,74","0,01",0.65,0,9.0013,88.14,169.5,Confirmed
2020-08-27,8.7972,"97,73","0,00",0.11,0,9.0013,88.14,169.5,Confirmed
2020-08-26,8.7971,"97,73","-0,00",0,0.03,9.0013,88.14,169.5,Confirmed
2020-08-25,8.7971,"97,73","-0,00",0,0.03,9.0013,88.14,169.5,Confirmed
2020-08-24,8.7971,"97,73","-0,00",0,0.04,9.0013,88.14,169.5,Confirmed
2020-08-23,8.7972,"97,73","0,11",9.47,0,9.0013,88.14,169.5,Confirmed
2020-08-22,8.7877,"97,63","0,12",10.49,0,9.0013,88.14,169.5,Confirmed
2020-08-21,8.7772,"97,51","0,04",3.15,0,9.0013,88.14,169.5,Confirmed
2020-08-20,8.774,"97,48","-0,04",0,3.99,9.0013,88.14,169.5,Confirmed
2020-08-19,8.778,"97,52","0,09",7.93,0,9.0013,88.14,169.5,Confirmed
2020-08-18,8.7701,"97,43","-0,09",0,7.86,9.0013,88.14,169.5,Confirmed
2020-08-17,8.778,"97,52","-0,00",0,0,9.0013,88.14,169.5,Confirmed
2020-08-16,8.778,"97,52","-0,01",0,1.25,9.0013,88.14,169.5,Confirmed
2020-08-15,8.7792,"97,53","-0,00",0,0.02,9.0013,88.14,169.5,Confirmed
2020-08-14,8.7792,"97,53","0,00",0.01,0,9.0013,88.14,169.5,Confirmed
2020-08-13,8.7792,"97,53","0,00",0,0,9.0013,88.14,169.5,Confirmed
2020-08-12,8.7792,"97,53","0,00",0,0,9.0013,88.14,169.5,Confirmed
